D:\_CODE\app-territorios\app.js: line 6, col 21, Warning - 'createThemeToggle' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 6497, Error - Unnecessary escape character: \-. (no-useless-escape)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 16758, Warning - 'o' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 16811, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 21131, Warning - 'o' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 21184, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 21601, Warning - 'o' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 21655, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 21946, Warning - 'n' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 29056, Warning - 'r' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 33411, Warning - 't' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 45765, Warning - 'o' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 51677, Warning - 'o' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 53496, Warning - 'n' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 53619, Warning - 'e' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 53621, Warning - 't' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 53623, Warning - 'n' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 53758, Warning - 'e' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 53760, Warning - 't' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 53762, Warning - 'n' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 53903, Warning - 'n' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 59012, Warning - 'o' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 59713, Warning - 't' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 59715, Warning - 'n' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 62734, Warning - 't' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\schemas-D1cwgrgY.js: line 1, col 62736, Warning - 'n' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\dist\assets\territories-view-CrFGRFsp.js: line 2, col 2829, Error - Unexpected lexical declaration in case block. (no-case-declarations)
D:\_CODE\app-territorios\dist\assets\territories-view-CrFGRFsp.js: line 2, col 3052, Error - Unexpected lexical declaration in case block. (no-case-declarations)
D:\_CODE\app-territorios\dist\assets\territories-view-CrFGRFsp.js: line 2, col 3267, Error - Unexpected lexical declaration in case block. (no-case-declarations)
D:\_CODE\app-territorios\dist\assets\territories-view-CrFGRFsp.js: line 2, col 3487, Error - Unexpected lexical declaration in case block. (no-case-declarations)
D:\_CODE\app-territorios\dist\assets\territories-view-CrFGRFsp.js: line 2, col 3720, Error - Unexpected lexical declaration in case block. (no-case-declarations)
D:\_CODE\app-territorios\dist\assets\territories-view-CrFGRFsp.js: line 2, col 3940, Error - Unexpected lexical declaration in case block. (no-case-declarations)
D:\_CODE\app-territorios\dist\assets\ui-helpers-CX2e-6AP.js: line 1, col 6260, Error - 'showNotification' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\assets\ui-vendor-DwqWZkQ9.js: line 19, col 6126, Error - Parsing error: Unexpected token =
D:\_CODE\app-territorios\dist\assets\utils-vendor-B0p-9tVa.js: line 2, col 9039, Error - Parsing error: Unexpected token ;
D:\_CODE\app-territorios\dist\service-worker.js: line 44, col 31, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\dist\sw.js: line 1, col 213, Error - 'importScripts' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\sw.js: line 1, col 571, Error - 'define' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 1, Error - 'define' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 77, Error - '_' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 89, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 394, Error - 'registration' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 647, Error - '_' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 659, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 3503, Error - '_' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 3515, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 5273, Error - '_' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 5285, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 5647, Error - 'FetchEvent' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 8981, Error - 'FetchEvent' is not defined. (no-undef)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 9690, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\dist\workbox-aaf7b92d.js: line 1, col 14910, Warning - 't' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin-dashboard.js: line 1, col 8, Warning - 'Chart' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin-dashboard.js: line 3, col 41, Warning - 'getHistorialReport' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin-dashboard.js: line 7, col 10, Warning - 'GlassButton' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\assignments-view.js: line 3, col 41, Warning - 'getCampanas' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\assignments-view.js: line 6, col 32, Warning - 'showCustomConfirm' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\assignments-view.js: line 6, col 51, Warning - 'showTerritorySelectionModal' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\assignments-view.js: line 8, col 9, Warning - 'fmtDate' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\assignments-view.js: line 12, col 5, Warning - '_globalConfig' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\assignments-view.js: line 13, col 5, Warning - '_selectedIds' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\assignments-view.js: line 17, col 22, Warning - 'h' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 1, col 8, Warning - 'Chart' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 3, col 25, Warning - 'getConductores' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 3, col 74, Warning - 'getConfiguracion' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 4, col 41, Warning - 'transferTerritory' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 4, col 99, Warning - 'deleteHistoryRecord' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 4, col 120, Warning - 'updateTerritorio' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 7, col 51, Warning - 'showCustomPrompt' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 7, col 69, Warning - 'showTerritorySelectionModal' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 8, col 10, Warning - 'formatPhoneNumber' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 8, col 29, Warning - 'getStatusColor' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 10, col 9, Warning - 'formatDisplayDateRange' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 153, col 59, Warning - 'pc' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 200, col 19, Warning - 'tHistory' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\history-view.js: line 536, col 40, Warning - 'hId' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 7, col 40, Warning - 'showCustomPrompt' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 267, col 40, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 285, col 36, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 344, col 36, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 356, col 37, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 377, col 43, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 387, col 37, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 421, col 40, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 450, col 33, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 483, col 35, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maintenance-view.js: line 505, col 37, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maps-admin.js: line 1, col 10, Warning - 'getTerritorios' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maps-admin.js: line 4, col 50, Warning - 'config' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maps-view.js: line 1, col 10, Warning - 'getTerritorios' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maps-view.js: line 7, col 57, Warning - 'appVersion' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\maps-view.js: line 46, col 19, Warning - 'isAssigned' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\personal-view.js: line 1, col 10, Warning - 'getPublicadores' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\personal-view.js: line 2, col 28, Warning - 'ensureOnline' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\phones-view.js: line 2, col 40, Warning - 'savePredicacionPublica' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\phones-view.js: line 6, col 40, Warning - 'UIHelpers' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\phones-view.js: line 8, col 10, Warning - 'where' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\program-view.js: line 2, col 56, Warning - 'getConductores' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\program-view.js: line 7, col 28, Warning - 'generatePlainXLS' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\program-view.js: line 406, col 31, Warning - 'allSync' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\program-view.js: line 407, col 31, Warning - 'anyConflict' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\program-view.js: line 802, col 56, Warning - 'btn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\program-view.js: line 1346, col 19, Warning - 'checks' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\program-view.js: line 1734, col 29, Warning - 'key' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\public-view.js: line 2, col 7, Warning - 'L' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\public-view.js: line 212, col 46, Warning - 'idx' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\reports-view.js: line 435, col 31, Warning - '_' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\s12-view.js: line 276, col 17, Warning - 'showUnifiedTerritoryHistory' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\territories-view.js: line 1, col 8, Warning - 'Chart' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\admin\territories-view.js: line 7, col 9, Warning - '_activeSub' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1, col 8, Warning - 'Chart' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 3, col 17, Warning - 'limit' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 5, col 68, Warning - 'updateTelefono' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 6, col 5, Warning - 'getRecursos' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 7, col 5, Warning - 'getPredicacionPublica' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 7, col 28, Warning - 'savePredicacionPublica' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 9, col 20, Warning - 'updatePublicador' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 9, col 38, Warning - 'deletePublicador' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 11, col 5, Warning - 'logReturn' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 11, col 16, Warning - 'returnTerritorio' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 11, col 34, Warning - 'returnTerritorioParcial' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 12, col 23, Warning - 'assignTerritorio' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 12, col 41, Warning - 'addHistoryRecord' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 12, col 59, Warning - 'getHistorialReport' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 14, col 5, Warning - 'getWeeklyPrograms' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 15, col 5, Warning - 'updatePublicadorAvailability' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 16, col 5, Warning - 'setSystemVersion' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 17, col 5, Warning - 'getSystemVersion' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 18, col 5, Warning - 'updateWeeklyProgram' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 19, col 5, Warning - 'createHistoryRecord' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 21, col 28, Warning - 'getStatusColor' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 21, col 79, Warning - 'normalize' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 26, col 32, Warning - 'showCustomConfirm' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 26, col 69, Warning - 'showCustomAlert' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 29, col 10, Warning - 'VoiceDictationHelper' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 39, col 7, Warning - 'html2canvas' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 66, col 48, Warning - 'mOnboard' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 79, col 9, Warning - 'conductorData' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 80, col 9, Warning - 'config' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 114, col 34, Warning - 'forceRefresh' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 324, col 15, Warning - 'badge' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 389, col 32, Warning - 'b' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 528, col 17, Error - 'agendaContainer' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 528, col 34, Error - 'agendaContainer' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 846, col 19, Warning - 'territoriosContainer' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 873, col 17, Error - 'stopActiveLivePools' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1124, col 51, Error - Do not access Object.prototype method 'hasOwnProperty' from target object. (no-prototype-builtins)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1145, col 47, Warning - '_' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1171, col 55, Warning - '_' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1175, col 47, Warning - 'message' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1269, col 66, Error - Unnecessary escape character: \(. (no-useless-escape)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1269, col 68, Error - Unnecessary escape character: \). (no-useless-escape)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1501, col 21, Warning - 'suggestion' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1502, col 21, Warning - 'colorClass' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor-dashboard.js: line 1546, col 27, Warning - 'isAssignedToOther' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 2, col 10, Warning - 'getTelefonos' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 2, col 46, Warning - 'releaseUnusedTelefonos' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 2, col 70, Warning - 'solicitarNumeros' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 2, col 88, Warning - 'logSessionSummary' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 3, col 21, Warning - 'showCustomConfirm' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 4, col 10, Warning - 'AppConfig' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 8, col 64, Error - Unnecessary escape character: \(. (no-useless-escape)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 8, col 66, Error - Unnecessary escape character: \). (no-useless-escape)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 68, col 132, Error - Unnecessary escape character: \'. (no-useless-escape)
D:\_CODE\app-territorios\modules\conductor\phone-module.js: line 91, col 124, Error - Unnecessary escape character: \'. (no-useless-escape)
D:\_CODE\app-territorios\modules\conductor\program-views.js: line 1, col 24, Warning - 'formatManzanas' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\program-views.js: line 3, col 62, Warning - 'territoryMap' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\rescue.js: line 4, col 105, Warning - 'totalMissionCount' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\rescue.js: line 96, col 148, Error - Unnecessary escape character: \'. (no-useless-escape)
D:\_CODE\app-territorios\modules\conductor\rescue.js: line 96, col 195, Error - Unnecessary escape character: \'. (no-useless-escape)
D:\_CODE\app-territorios\modules\conductor\weekly-program.js: line 4, col 30, Warning - 'saveProgramaSemanal' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\weekly-program.js: line 4, col 51, Warning - 'syncSlotWithTerritories' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\conductor\weekly-program.js: line 4, col 76, Warning - 'getTerritorios' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\login.js: line 290, col 9, Error - 'list' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 121, col 21, Error - 'UIHelpers' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 122, col 40, Error - 'UIHelpers' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 173, col 29, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 198, col 42, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 202, col 39, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 239, col 23, Warning - 'hoverStyle' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\map-viewer.js: line 248, col 51, Warning - 'event' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\map-viewer.js: line 256, col 25, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 263, col 36, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 277, col 21, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 319, col 33, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 323, col 44, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 335, col 13, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 353, col 47, Warning - 'options' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\map-viewer.js: line 400, col 29, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 409, col 32, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 439, col 29, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 444, col 39, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 462, col 42, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 466, col 39, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\map-viewer.js: line 505, col 13, Error - 'google' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\report-s12.js: line 8, col 11, Warning - 'historial' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\report-s13.js: line 8, col 21, Warning - 'config' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\report-s13.js: line 209, col 19, Warning - 'q' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\report-s13.js: line 211, col 19, Warning - 'listItems' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\report-s13.js: line 298, col 11, Warning - 'firstDay' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\report-s13.js: line 299, col 11, Warning - 'lastDay' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\services\ui-helpers.js: line 241, col 5, Error - 'showNotification' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\utils\intelligence.js: line 1, col 10, Warning - 'updateTelefono' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\utils\intelligence.js: line 1, col 26, Warning - 'updateTerritorio' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\utils\modular-base.js: line 7, col 60, Error - '__APP_VERSION__' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\utils\pwa-manager.js: line 54, col 46, Warning - 'e' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\utils\update-manager.js: line 1, col 27, Warning - 'updateDoc' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\utils\update-manager.js: line 10, col 21, Error - '__APP_VERSION__' is not defined. (no-undef)
D:\_CODE\app-territorios\modules\utils\update-manager.js: line 216, col 7, Warning - 'showPremiumUpdateOverlay' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\modules\utils\update-manager.js: line 282, col 7, Warning - 'showUpdateSuggestion' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\public\service-worker.js: line 44, col 31, Error - Empty block statement. (no-empty)
D:\_CODE\app-territorios\scripts\deploy_v2.4.6.4.js: line 2, col 37, Warning - 'updateDoc' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\scripts\deploy_version_3.3.2.js: line 26, col 95, Error - Parsing error: Unexpected token firebase
D:\_CODE\app-territorios\scripts\force_bump.js: line 2, col 7, Warning - 'APP_NAME' is assigned a value but never used. (no-unused-vars)
D:\_CODE\app-territorios\scripts\nuclear-reset.js: line 3, col 45, Warning - 'deleteDoc' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\scripts\nuclear-reset.js: line 3, col 61, Warning - 'setDoc' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\scripts\restore-territories-client.js: line 3, col 29, Warning - 'setDoc' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\scripts\set_version_v21.js: line 3, col 37, Warning - 'serverTimestamp' is defined but never used. (no-unused-vars)
D:\_CODE\app-territorios\scripts\sync-version-auto.js: line 35, col 5, Error - Parsing error: Cannot use keyword 'await' outside an async function
